playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;itmPercent;averageBuyin;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD;rbD3;rbD4;rbD5;rbRedD;profitPostRbD3;profitPostRbD4;profitPostRbD5;profitPostRbRedD
Waddle du 13;117;-125;2925;7600;42;30;45;89;21;7;0;0;0;0;0;0;35.9;25;13.39;204.75;0;-125;819;3276;3685.5;4095;4914;49.14;55.28;61.43;73.71;-75.86;-69.72;-63.57;-51.29
serj13;117;525;4075;11300;40;30;47;86;15;16;0;0;0;0;0;0;34.19;34.83;7.57;285.25;0;525;1141;4564;5134.5;5705;6846;68.46;77.02;85.58;102.69;593.46;602.02;610.58;627.69
Ridfa78130;117;-425;3125;8750;36;30;51;84;21;10;2;0;0;0;0;0;30.77;26.71;6.67;218.75;0;-425;875;3500;3937.5;4375;5250;52.5;59.06;65.63;78.75;-372.5;-365.94;-359.37;-346.25
Celidan;116;-325;3425;9800;37;36;43;77;29;9;1;0;0;0;0;0;31.9;29.53;4.62;239.75;0;-325;959;3836;4315.5;4795;5754;57.54;64.73;71.93;86.31;-267.46;-260.27;-253.07;-238.69
Pouikito;116;-100;2900;7800;41;42;33;89;16;10;1;0;0;0;0;0;35.34;25;10.34;203;0;-100;812;3248;3654;4060;4872;48.72;54.81;60.9;73.08;-51.28;-45.19;-39.1;-26.92
mimi075;116;50;3300;9200;46;35;35;88;17;10;1;0;0;0;0;0;39.66;28.45;7.07;231;0;50;924;3696;4158;4620;5544;55.44;62.37;69.3;83.16;105.44;112.37;119.3;133.16
Teamats76;116;-225;3225;7800;39;35;42;96;17;2;1;0;0;0;0;0;33.62;27.8;19.38;225.75;0;-225;903;3612;4063.5;4515;5418;54.18;60.95;67.73;81.27;-170.82;-164.05;-157.27;-143.73
Nathmar;116;925;4475;13550;50;28;38;80;23;10;2;1;0;0;0;0;43.1;38.58;-0.93;313.25;0;925;1253;5012;5638.5;6265;7518;75.18;84.58;93.98;112.77;1000.18;1009.58;1018.98;1037.77
sonoosh;116;-125;4375;11000;42;33;41;93;15;8;0;0;0;0;0;0;36.21;37.72;16.19;306.25;0;-125;1225;4900;5512.5;6125;7350;73.5;82.69;91.88;110.25;-51.5;-42.31;-33.12;-14.75
-SUCKOUT-;116;-350;3250;8400;39;31;46;90;21;4;1;0;0;0;0;0;33.62;28.02;13.85;227.5;0;-350;910;3640;4095;4550;5460;54.6;61.43;68.25;81.9;-295.4;-288.57;-281.75;-268.1
loco-hijo;116;150;3050;7950;44;37;35;88;21;7;0;0;0;0;0;0;37.93;26.29;13.11;213.5;0;150;854;3416;3843;4270;5124;51.24;57.65;64.05;76.86;201.24;207.65;214.05;226.86
tinkiet3;116;-725;3425;9400;39;39;38;86;21;6;3;0;0;0;0;0;33.62;29.53;8.52;239.75;0;-725;959;3836;4315.5;4795;5754;57.54;64.73;71.93;86.31;-667.46;-660.27;-653.07;-638.69
buzzl;116;-375;3775;9150;42;40;34;96;16;4;0;0;0;0;0;0;36.21;32.54;19.21;264.25;0;-375;1057;4228;4756.5;5285;6342;63.42;71.35;79.28;95.13;-311.58;-303.65;-295.72;-279.87
Ginna Soul;116;50;3100;8400;45;27;44;88;15;13;0;0;0;0;0;0;38.79;26.72;9.68;217;0;50;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;102.08;108.59;115.1;128.12
Hk211;116;-50;3600;12400;37;25;54;91;13;9;2;0;1;0;0;0;31.9;31.03;-14.81;252;0;-50;1008;4032;4536;5040;6048;60.48;68.04;75.6;90.72;10.48;18.04;25.6;40.72
Pizdacje;116;-625;4225;11800;35;37;44;86;15;14;1;0;0;0;0;0;30.17;36.42;6.9;295.75;0;-625;1183;4732;5323.5;5915;7098;70.98;79.85;88.73;106.47;-554.02;-545.15;-536.27;-518.53
GrossKrouill;116;-100;3100;8650;45;44;27;82;19;15;0;0;0;0;0;0;38.79;26.72;6.99;217;0;-100;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;-47.92;-41.41;-34.9;-21.88
tupusducul;116;-500;2900;7800;35;42;39;83;26;7;0;0;0;0;0;0;30.17;25;10.34;203;0;-500;812;3248;3654;4060;4872;48.72;54.81;60.9;73.08;-451.28;-445.19;-439.1;-426.92
RakeAttack;115;-175;2975;7550;39;36;40;94;12;8;1;0;0;0;0;0;33.91;25.87;15.41;208.25;0;-175;833;3332;3748.5;4165;4998;49.98;56.23;62.48;74.97;-125.02;-118.77;-112.52;-100.03
adelibette;115;-1050;3700;9600;37;32;46;89;20;5;1;0;0;0;0;0;32.17;32.17;13.51;259;0;-1050;1036;4144;4662;5180;6216;62.16;69.93;77.7;93.24;-987.84;-980.07;-972.3;-956.76
DZ-POWER;115;25;3925;10750;45;34;36;95;13;6;0;0;1;0;0;0;39.13;34.13;8.7;274.75;0;25;1099;4396;4945.5;5495;6594;65.94;74.18;82.43;98.91;90.94;99.18;107.43;123.91
peppette59;115;-625;2875;7150;35;57;23;95;12;8;0;0;0;0;0;0;30.43;25;17.1;201.25;0;-625;805;3220;3622.5;4025;4830;48.3;54.34;60.38;72.45;-576.7;-570.66;-564.62;-552.55
lele7669;115;-750;3150;8700;31;35;49;82;20;13;0;0;0;0;0;0;26.96;27.39;7.94;220.5;0;-750;882;3528;3969;4410;5292;52.92;59.54;66.15;79.38;-697.08;-690.46;-683.85;-670.62
JoHaven;115;-525;3225;8400;35;36;44;86;22;6;1;0;0;0;0;0;30.43;28.04;13.18;225.75;0;-525;903;3612;4063.5;4515;5418;54.18;60.95;67.73;81.27;-470.82;-464.05;-457.27;-443.73
k1fry27;115;425;3275;8850;48;43;24;85;22;6;2;0;0;0;0;0;41.74;28.48;9.92;229.25;0;425;917;3668;4126.5;4585;5502;55.02;61.9;68.78;82.53;480.02;486.9;493.78;507.53
AnonymouS43;115;-50;3250;8350;48;27;40;91;16;8;0;0;0;0;0;0;41.74;28.26;14.36;227.5;0;-50;910;3640;4095;4550;5460;54.6;61.43;68.25;81.9;4.6;11.43;18.25;31.9
chtu29;115;-425;3775;10000;39;31;45;87;21;6;1;0;0;0;0;0;33.91;32.83;11.7;264.25;0;-425;1057;4228;4756.5;5285;6342;63.42;71.35;79.28;95.13;-361.58;-353.65;-345.72;-329.87
LooooLMdR;115;225;3125;8350;47;34;34;87;19;8;1;0;0;0;0;0;40.87;27.17;10.93;218.75;0;225;875;3500;3937.5;4375;5250;52.5;59.06;65.63;78.75;277.5;284.06;290.63;303.75
olivier17810;115;-425;2875;7650;40;37;38;87;20;7;1;0;0;0;0;0;34.78;25;11.3;201.25;0;-425;805;3220;3622.5;4025;4830;48.3;54.34;60.38;72.45;-376.7;-370.66;-364.62;-352.55
Princessss42;115;175;4275;12500;44;41;30;75;31;4;5;0;0;0;0;0;38.26;37.17;2.53;299.25;0;175;1197;4788;5386.5;5985;7182;71.82;80.8;89.78;107.73;246.82;255.8;264.78;282.73
PIKIFOU184;115;750;4100;11600;42;43;30;82;25;7;1;0;0;0;0;0;36.52;35.65;5.69;287;0;750;1148;4592;5166;5740;6888;68.88;77.49;86.1;103.32;818.88;827.49;836.1;853.32
pokermrs13;115;150;3150;8400;43;42;30;83;23;9;0;0;0;0;0;0;37.39;27.39;11.11;220.5;0;150;882;3528;3969;4410;5292;52.92;59.54;66.15;79.38;202.92;209.54;216.15;229.38
raphhou;115;225;3975;10300;46;31;38;91;16;8;0;0;0;0;0;0;40;34.57;13.63;278.25;0;225;1113;4452;5008.5;5565;6678;66.78;75.13;83.48;100.17;291.78;300.13;308.48;325.17
Manouchian.;115;450;3450;9350;46;32;37;86;18;11;0;0;0;0;0;0;40;30;9.66;241.5;0;450;966;3864;4347;4830;5796;57.96;65.21;72.45;86.94;507.96;515.21;522.45;536.94
SALE RACE 33;115;-100;3250;8800;42;36;37;89;14;11;1;0;0;0;0;0;36.52;28.26;9.74;227.5;0;-100;910;3640;4095;4550;5460;54.6;61.43;68.25;81.9;-45.4;-38.57;-31.75;-18.1
Dodzeeer;115;-1000;3050;8650;33;45;37;84;18;12;1;0;0;0;0;0;28.7;26.52;5.46;213.5;0;-1000;854;3416;3843;4270;5124;51.24;57.65;64.05;76.86;-948.76;-942.35;-935.95;-923.14
fredyguik;115;325;2875;7600;49;31;35;92;11;11;1;0;0;0;0;0;42.61;25;11.88;201.25;0;325;805;3220;3622.5;4025;4830;48.3;54.34;60.38;72.45;373.3;379.34;385.38;397.45
theuuuuma;115;-625;3325;9400;34;43;38;80;25;8;2;0;0;0;0;0;29.57;28.91;5.76;232.75;0;-625;931;3724;4189.5;4655;5586;55.86;62.84;69.83;83.79;-569.14;-562.16;-555.17;-541.21
13  ALLIN13;115;-175;2875;7650;43;54;18;86;20;9;0;0;0;0;0;0;37.39;25;11.3;201.25;0;-175;805;3220;3622.5;4025;4830;48.3;54.34;60.38;72.45;-126.7;-120.66;-114.62;-102.55
cyrilyes;115;-75;3725;9900;39;23;53;86;18;9;2;0;0;0;0;0;33.91;32.39;11.41;260.75;0;-75;1043;4172;4693.5;5215;6258;62.58;70.4;78.23;93.87;-12.42;-4.6;3.23;18.87
Tony Baggio;114;-275;3075;7900;40;37;37;88;19;6;1;0;0;0;0;0;35.09;26.97;14.36;215.25;0;-275;861;3444;3874.5;4305;5166;51.66;58.12;64.58;77.49;-223.34;-216.88;-210.42;-197.51
Ahiko;114;400;2850;8100;47;40;27;81;22;9;2;0;0;0;0;0;41.23;25;5.26;199.5;0;400;798;3192;3591;3990;4788;47.88;53.87;59.85;71.82;447.88;453.87;459.85;471.82
PoulainO72;114;-175;3525;9700;38;24;52;77;27;10;0;0;0;0;0;0;33.33;30.92;8.27;246.75;0;-175;987;3948;4441.5;4935;5922;59.22;66.62;74.03;88.83;-115.78;-108.38;-100.97;-86.17
nyls333;114;-75;3125;8800;35;37;42;86;16;10;1;1;0;0;0;0;30.7;27.41;6.13;218.75;0;-75;875;3500;3937.5;4375;5250;52.5;59.06;65.63;78.75;-22.5;-15.94;-9.37;3.75
closhArKKKK;114;-875;3425;10200;31;50;33;85;20;8;0;0;1;0;0;0;27.19;30.04;0.73;239.75;0;-875;959;3836;4315.5;4795;5754;57.54;64.73;71.93;86.31;-817.46;-810.27;-803.07;-788.69
Fuck_em All;114;0;2850;7450;43;43;28;90;15;8;1;0;0;0;0;0;37.72;25;12.87;199.5;0;0;798;3192;3591;3990;4788;47.88;53.87;59.85;71.82;47.88;53.87;59.85;71.82
Linski;114;-175;3625;9750;37;36;41;89;16;8;0;1;0;0;0;0;32.46;31.8;10.34;253.75;0;-175;1015;4060;4567.5;5075;6090;60.9;68.51;76.13;91.35;-114.1;-106.49;-98.87;-83.65
Mr.ravay;114;-425;3675;10550;43;40;31;85;20;6;2;1;0;0;0;0;37.72;32.24;4.31;257.25;0;-425;1029;4116;4630.5;5145;6174;61.74;69.46;77.18;92.61;-363.26;-355.54;-347.82;-332.39
dgeo51;114;875;2875;8300;49;31;34;86;12;15;0;1;0;0;0;0;42.98;25.22;3.77;201.25;0;875;805;3220;3622.5;4025;4830;48.3;54.34;60.38;72.45;923.3;929.34;935.38;947.45
habib1342;114;-175;3125;8450;44;31;39;86;19;7;2;0;0;0;0;0;38.6;27.41;9.87;218.75;0;-175;875;3500;3937.5;4375;5250;52.5;59.06;65.63;78.75;-122.5;-115.94;-109.37;-96.25
All iiiiiiin;114;-175;3475;9200;33;44;37;84;22;6;2;0;0;0;0;0;28.95;30.48;11.75;243.25;0;-175;973;3892;4378.5;4865;5838;58.38;65.68;72.98;87.57;-116.62;-109.32;-102.02;-87.43
damien0277;114;-250;2850;7500;40;41;33;87;18;9;0;0;0;0;0;0;35.09;25;12.28;199.5;0;-250;798;3192;3591;3990;4788;47.88;53.87;59.85;71.82;-202.12;-196.13;-190.15;-178.18
Gilardino57;114;-600;4450;11150;42;34;38;91;18;4;1;0;0;0;0;0;36.84;39.04;16.48;311.5;0;-600;1246;4984;5607;6230;7476;74.76;84.11;93.45;112.14;-525.24;-515.89;-506.55;-487.86
Gilesse2014;114;0;3050;7800;45;29;40;92;13;9;0;0;0;0;0;0;39.47;26.75;14.75;213.5;0;0;854;3416;3843;4270;5124;51.24;57.65;64.05;76.86;51.24;57.65;64.05;76.86
lapougnette;114;325;5675;15550;45;40;29;86;16;11;1;0;0;0;0;0;39.47;49.78;8.66;397.25;0;325;1589;6356;7150.5;7945;9534;95.34;107.26;119.18;143.01;420.34;432.26;444.18;468.01
winyou;114;500;3900;10050;48;36;30;94;13;5;2;0;0;0;0;0;42.11;34.21;14.1;273;0;500;1092;4368;4914;5460;6552;65.52;73.71;81.9;98.28;565.52;573.71;581.9;598.28
Mlkjhgfdsqnb;113;1900;11300;33200;42;37;34;82;15;13;3;0;0;0;0;0;37.17;100;2.06;791;50;1950;3164;12656;14238;15820;18984;189.84;213.57;237.3;284.76;2139.84;2163.57;2187.3;2234.76
Noexcuses;113;-625;3175;8500;36;48;29;82;21;10;0;0;0;0;0;0;31.86;28.1;10.76;222.25;0;-625;889;3556;4000.5;4445;5334;53.34;60.01;66.68;80.01;-571.66;-564.99;-558.32;-544.99
raphys68;113;3325;4375;62200;35;32;46;82;20;9;1;0;0;0;1;0;30.97;38.72;-373.9;306.25;0;3325;1225;4900;5512.5;6125;7350;73.5;82.69;91.88;110.25;3398.5;3407.69;3416.88;3435.25
Barnet7;113;325;2825;7400;44;39;30;89;17;5;2;0;0;0;0;0;38.94;25;12.68;197.75;0;325;791;3164;3559.5;3955;4746;47.46;53.39;59.33;71.19;372.46;378.39;384.33;396.19
Kirua69;113;225;2825;7450;45;37;31;85;22;5;1;0;0;0;0;0;39.82;25;12.09;197.75;0;225;791;3164;3559.5;3955;4746;47.46;53.39;59.33;71.19;272.46;278.39;284.33;296.19
passalas69;113;-200;3700;9400;40;39;34;90;14;9;0;0;0;0;0;0;35.4;32.74;15.32;259;0;-200;1036;4144;4662;5180;6216;62.16;69.93;77.7;93.24;-137.84;-130.07;-122.3;-106.76
Labriche83;113;-775;3325;9050;32;35;46;82;25;6;0;0;0;0;0;0;28.32;29.42;9.27;232.75;0;-775;931;3724;4189.5;4655;5586;55.86;62.84;69.83;83.79;-719.14;-712.16;-705.17;-691.21
Rocs57;113;-175;3225;8800;41;37;35;82;22;8;1;0;0;0;0;0;36.28;28.54;9.04;225.75;0;-175;903;3612;4063.5;4515;5418;54.18;60.95;67.73;81.27;-120.82;-114.05;-107.27;-93.73
asone1;113;-575;3775;9950;34;36;43;90;15;7;1;0;0;0;0;0;30.09;33.41;12.14;264.25;0;-575;1057;4228;4756.5;5285;6342;63.42;71.35;79.28;95.13;-511.58;-503.65;-495.72;-479.87
Dywen71;113;75;4175;11650;40;36;37;83;17;13;0;0;0;0;0;0;35.4;36.95;6.99;292.25;0;75;1169;4676;5260.5;5845;7014;70.14;78.91;87.68;105.21;145.14;153.91;162.68;180.21
Pelmanoir14;113;-1500;11300;30000;37;35;41;89;18;5;0;1;0;0;0;0;32.74;100;11.5;791;100;-1400;3164;12656;14238;15820;18984;189.84;213.57;237.3;284.76;-1210.16;-1186.43;-1162.7;-1115.24
French Teuch;113;500;11300;30200;43;30;40;84;20;9;0;0;0;0;0;0;38.05;100;10.91;791;50;550;3164;12656;14238;15820;18984;189.84;213.57;237.3;284.76;739.84;763.57;787.3;834.76
Scaptelou;113;425;4075;11450;43;31;39;82;22;8;1;0;0;0;0;0;38.05;36.06;6.34;285.25;0;425;1141;4564;5134.5;5705;6846;68.46;77.02;85.58;102.69;493.46;502.02;510.58;527.69
kalm08;112;-2000;11200;30800;33;36;43;80;24;7;1;0;0;0;0;0;29.46;100;8.33;784;50;-1950;3136;12544;14112;15680;18816;188.16;211.68;235.2;282.24;-1761.84;-1738.32;-1714.8;-1667.76
Rafa775;112;-400;11200;29000;43;33;36;85;21;6;0;0;0;0;0;0;38.39;100;13.69;784;50;-350;3136;12544;14112;15680;18816;188.16;211.68;235.2;282.24;-161.84;-138.32;-114.8;-67.76
kaiser_vince;112;275;3675;9800;46;32;34;89;17;4;1;1;0;0;0;0;41.07;32.81;11.11;257.25;0;275;1029;4116;4630.5;5145;6174;61.74;69.46;77.18;92.61;336.74;344.46;352.18;367.61
Flo-42400;112;-25;3775;10100;39;39;34;83;20;9;0;0;0;0;0;0;34.82;33.71;10.82;264.25;0;-25;1057;4228;4756.5;5285;6342;63.42;71.35;79.28;95.13;38.42;46.35;54.28;70.13
Winabug87;112;-825;4225;11550;30;38;44;74;32;6;0;0;0;0;0;0;26.79;37.72;8.88;295.75;0;-825;1183;4732;5323.5;5915;7098;70.98;79.85;88.73;106.47;-754.02;-745.15;-736.27;-718.53
Wovenhand;112;250;2800;7300;45;33;34;90;10;12;0;0;0;0;0;0;40.18;25;13.1;196;0;250;784;3136;3528;3920;4704;47.04;52.92;58.8;70.56;297.04;302.92;308.8;320.56
GORKA29;112;950;3700;9700;48;34;30;87;19;5;1;0;0;0;0;0;42.86;33.04;12.61;259;0;950;1036;4144;4662;5180;6216;62.16;69.93;77.7;93.24;1012.16;1019.93;1027.7;1043.24
Loykou10;112;-50;2850;7400;41;38;33;89;14;8;1;0;0;0;0;0;36.61;25.45;13.45;199.5;0;-50;798;3192;3591;3990;4788;47.88;53.87;59.85;71.82;-2.12;3.87;9.85;21.82
inaya55;112;-150;3200;9300;43;34;35;81;16;13;2;0;0;0;0;0;38.39;28.57;3.12;224;0;-150;896;3584;4032;4480;5376;53.76;60.48;67.2;80.64;-96.24;-89.52;-82.8;-69.36
Akatchan;112;-275;3225;8850;37;29;46;83;18;10;1;0;0;0;0;0;33.04;28.79;8.53;225.75;0;-275;903;3612;4063.5;4515;5418;54.18;60.95;67.73;81.27;-220.82;-214.05;-207.27;-193.73
cedric76320;112;-1250;3800;10550;31;38;43;83;16;13;0;0;0;0;0;0;27.68;33.93;7.46;266;0;-1250;1064;4256;4788;5320;6384;63.84;71.82;79.8;95.76;-1186.16;-1178.18;-1170.2;-1154.24
mike621_93;112;-325;2825;7400;37;32;43;89;15;7;1;0;0;0;0;0;33.04;25.22;12.68;197.75;0;-325;791;3164;3559.5;3955;4746;47.46;53.39;59.33;71.19;-277.54;-271.61;-265.67;-253.81
Y.FiShErMaN;112;-225;3275;9050;39;37;36;86;13;13;0;0;0;0;0;0;34.82;29.24;7.89;229.25;0;-225;917;3668;4126.5;4585;5502;55.02;61.9;68.78;82.53;-169.98;-163.1;-156.22;-142.47
elclem6;112;50;3100;8350;43;41;28;84;18;9;1;0;0;0;0;0;38.39;27.68;10.22;217;0;50;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;102.08;108.59;115.1;128.12
housbail44;112;-800;3300;8550;30;47;35;86;14;12;0;0;0;0;0;0;26.79;29.46;13.64;231;0;-800;924;3696;4158;4620;5544;55.44;62.37;69.3;83.16;-744.56;-737.63;-730.7;-716.84
Kal-H NiikoV;112;-425;4625;12100;42;41;29;90;14;6;2;0;0;0;0;0;37.5;41.29;12.79;323.75;0;-425;1295;5180;5827.5;6475;7770;77.7;87.41;97.13;116.55;-347.3;-337.59;-327.87;-308.45
jossss91;111;1300;11100;29800;47;32;32;86;14;10;1;0;0;0;0;0;42.34;100;10.51;777;50;1350;3108;12432;13986;15540;18648;186.48;209.79;233.1;279.72;1536.48;1559.79;1583.1;1629.72
rebemax;111;-475;3475;9250;39;33;39;88;13;8;2;0;0;0;0;0;35.14;31.31;11.27;243.25;0;-475;973;3892;4378.5;4865;5838;58.38;65.68;72.98;87.57;-416.62;-409.32;-402.02;-387.43
tassergal;111;125;3075;7600;44;39;28;91;14;6;0;0;0;0;0;0;39.64;27.7;17.62;215.25;0;125;861;3444;3874.5;4305;5166;51.66;58.12;64.58;77.49;176.66;183.12;189.58;202.49
Jolabastos;111;-475;2925;7900;35;40;36;81;23;6;1;0;0;0;0;0;31.53;26.35;9.97;204.75;0;-475;819;3276;3685.5;4095;4914;49.14;55.28;61.43;73.71;-425.86;-419.72;-413.57;-401.29
tib0511;111;-275;3075;8950;38;31;42;78;21;11;1;0;0;0;0;0;34.23;27.7;2.98;215.25;0;-275;861;3444;3874.5;4305;5166;51.66;58.12;64.58;77.49;-223.34;-216.88;-210.42;-197.51
yldowlogh;111;-1500;11100;27600;37;33;41;93;11;6;1;0;0;0;0;0;33.33;100;17.12;777;100;-1400;3108;12432;13986;15540;18648;186.48;209.79;233.1;279.72;-1213.52;-1190.21;-1166.9;-1120.28
kani06;111;600;3100;8750;49;29;33;81;19;8;3;0;0;0;0;0;44.14;27.93;5.91;217;0;600;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;652.08;658.59;665.1;678.12
maxsouzback;111;300;3800;9850;50;30;31;87;18;5;1;0;0;0;0;0;45.05;34.23;13.6;266;0;300;1064;4256;4788;5320;6384;63.84;71.82;79.8;95.76;363.84;371.82;379.8;395.76
-YaYa-33;111;-250;5550;14400;40;42;29;89;13;8;1;0;0;0;0;0;36.04;50;13.51;388.5;0;-250;1554;6216;6993;7770;9324;93.24;104.9;116.55;139.86;-156.76;-145.1;-133.45;-110.14
ggold68;111;-75;3775;9900;37;41;33;83;20;8;0;0;0;0;0;0;33.33;34.01;12.58;264.25;0;-75;1057;4228;4756.5;5285;6342;63.42;71.35;79.28;95.13;-11.58;-3.65;4.28;20.13
tiltbaobab;111;-550;3150;9500;35;55;21;76;23;9;3;0;0;0;0;0;31.53;28.38;-0.53;220.5;0;-550;882;3528;3969;4410;5292;52.92;59.54;66.15;79.38;-497.08;-490.46;-483.85;-470.62
jeanjo33;111;-200;2800;7900;38;28;45;81;14;16;0;0;0;0;0;0;34.23;25.23;5.95;196;0;-200;784;3136;3528;3920;4704;47.04;52.92;58.8;70.56;-152.96;-147.08;-141.2;-129.44
RalalAA;111;150;3250;8700;40;28;43;86;17;8;0;0;0;0;0;0;36.04;29.28;10.77;227.5;0;150;910;3640;4095;4550;5460;54.6;61.43;68.25;81.9;204.6;211.43;218.25;231.9
Zlatan99;111;775;5525;14800;46;37;28;85;16;9;1;0;0;0;0;0;41.44;49.77;10.71;386.75;0;775;1547;6188;6961.5;7735;9282;92.82;104.42;116.03;139.23;867.82;879.42;891.03;914.23
Nascas;111;-1500;11100;31800;35;36;40;80;16;14;1;0;0;0;0;0;31.53;100;4.5;777;50;-1450;3108;12432;13986;15540;18648;186.48;209.79;233.1;279.72;-1263.52;-1240.21;-1216.9;-1170.28
jemsc;111;-675;2925;7550;34;41;36;87;17;6;1;0;0;0;0;0;30.63;26.35;13.96;204.75;0;-675;819;3276;3685.5;4095;4914;49.14;55.28;61.43;73.71;-625.86;-619.72;-613.57;-601.29
baffgirl;111;1000;3950;13600;44;35;32;80;21;7;1;1;1;0;0;0;39.64;35.59;-14.77;276.5;0;1000;1106;4424;4977;5530;6636;66.36;74.66;82.95;99.54;1066.36;1074.66;1082.95;1099.54
Newlife25;111;-500;3650;9950;36;34;41;84;18;9;0;0;0;0;0;0;32.43;32.88;9.13;255.5;0;-500;1022;4088;4599;5110;6132;61.32;68.99;76.65;91.98;-438.68;-431.01;-423.35;-408.02
squalftsla;111;650;2800;6900;60;31;20;90;16;5;0;0;0;0;0;0;54.05;25.23;17.86;196;0;650;784;3136;3528;3920;4704;47.04;52.92;58.8;70.56;697.04;702.92;708.8;720.56
Wata 1er;111;-75;2775;7600;36;36;39;76;29;6;0;0;0;0;0;0;32.43;25;8.71;194.25;0;-75;777;3108;3496.5;3885;4662;46.62;52.45;58.28;69.93;-28.38;-22.55;-16.72;-5.07
MASTHIBERT13;110;-1200;11000;30200;35;34;41;82;17;10;1;0;0;0;0;0;31.82;100;8.48;770;100;-1100;3080;12320;13860;15400;18480;184.8;207.9;231;277.2;-915.2;-892.1;-869;-822.8
Mockroot;110;-600;3700;9600;41;36;33;86;18;5;1;0;0;0;0;0;37.27;33.64;13.51;259;0;-600;1036;4144;4662;5180;6216;62.16;69.93;77.7;93.24;-537.84;-530.07;-522.3;-506.76
RhondaByrne;110;-125;3725;10100;42;43;25;78;27;4;0;1;0;0;0;0;38.18;33.86;9.62;260.75;0;-125;1043;4172;4693.5;5215;6258;62.58;70.4;78.23;93.87;-62.42;-54.6;-46.77;-31.13
funckif;110;-450;3100;8150;38;27;45;86;12;11;1;0;0;0;0;0;34.55;28.18;12.37;217;0;-450;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;-397.92;-391.41;-384.9;-371.88
cabronzito;110;-150;3000;7500;46;39;25;88;16;6;0;0;0;0;0;0;41.82;27.27;16.67;210;0;-150;840;3360;3780;4200;5040;50.4;56.7;63;75.6;-99.6;-93.3;-87;-74.4
wtf_3500;110;775;4525;11300;51;30;29;90;13;7;0;0;0;0;0;0;46.36;41.14;16.76;316.75;0;775;1267;5068;5701.5;6335;7602;76.02;85.52;95.03;114.03;851.02;860.52;870.03;889.03
pokamatmat;110;-100;3050;7700;42;34;34;87;15;8;0;0;0;0;0;0;38.18;27.73;15.85;213.5;0;-100;854;3416;3843;4270;5124;51.24;57.65;64.05;76.86;-48.76;-42.35;-35.95;-23.14
paco30220;110;225;3325;8900;40;35;35;88;17;3;2;0;0;0;0;0;36.36;30.23;10.78;232.75;0;225;931;3724;4189.5;4655;5586;55.86;62.84;69.83;83.79;280.86;287.84;294.83;308.79
Tir3x;110;0;3100;8200;39;32;39;84;17;8;1;0;0;0;0;0;35.45;28.18;11.83;217;0;0;868;3472;3906;4340;5208;52.08;58.59;65.1;78.12;52.08;58.59;65.1;78.12
Candice59;110;-525;3975;10550;37;38;35;84;19;7;0;0;0;0;0;0;33.64;36.14;11.53;278.25;0;-525;1113;4452;5008.5;5565;6678;66.78;75.13;83.48;100.17;-458.22;-449.87;-441.52;-424.83
GO spew PLIZ;110;-1100;5500;15000;37;37;36;78;24;8;0;0;0;0;0;0;33.64;50;9.09;385;0;-1100;1540;6160;6930;7700;9240;92.4;103.95;115.5;138.6;-1007.6;-996.05;-984.5;-961.4
Rozaayamg;110;-75;3125;9200;35;47;28;82;15;9;4;0;0;0;0;0;31.82;28.41;1.87;218.75;0;-75;875;3500;3937.5;4375;5250;52.5;59.06;65.63;78.75;-22.5;-15.94;-9.37;3.75
ALPGORT;110;-125;2775;6900;44;40;26;89;15;6;0;0;0;0;0;0;40;25.23;17.12;194.25;0;-125;777;3108;3496.5;3885;4662;46.62;52.45;58.28;69.93;-78.38;-72.55;-66.72;-55.07
bapt01;110;625;3925;11300;44;28;38;75;23;12;0;0;0;0;0;0;40;35.68;4.03;274.75;0;625;1099;4396;4945.5;5495;6594;65.94;74.18;82.43;98.91;690.94;699.18;707.43;723.91
fishofilo;110;50;3050;7750;42;31;37;85;19;6;0;0;0;0;0;0;38.18;27.73;15.3;213.5;0;50;854;3416;3843;4270;5124;51.24;57.65;64.05;76.86;101.24;107.65;114.05;126.86
M0cznyL0vPok;110;-600;2850;7900;32;39;39;79;24;5;2;0;0;0;0;0;29.09;25.91;7.6;199.5;0;-600;798;3192;3591;3990;4788;47.88;53.87;59.85;71.82;-552.12;-546.13;-540.15;-528.18
soso89;110;200;3650;9650;41;28;41;82;21;6;1;0;0;0;0;0;37.27;33.18;11.87;255.5;0;200;1022;4088;4599;5110;6132;61.32;68.99;76.65;91.98;261.32;268.99;276.65;291.98
CicK-BacK;110;25;3275;8300;45;34;31;90;14;6;0;0;0;0;0;0;40.91;29.77;15.52;229.25;0;25;917;3668;4126.5;4585;5502;55.02;61.9;68.78;82.53;80.02;86.9;93.78;107.53
M4ngeDuCrabe;109;1300;10900;31000;40;22;47;77;18;14;0;0;0;0;0;0;36.7;100;5.2;763;100;1400;3052;12208;13734;15260;18312;183.12;206.01;228.9;274.68;1583.12;1606.01;1628.9;1674.68
